Bistro du Vin Soho,,Open,11-Jul,"36, Dean Street, W1",Wine-focused brasserie,"The second standalone Bistro from the Hotel du Vin chain to open in London (the first was Clerkenwell) this 118 seater restaurant runs along similar lines with a Cave au Fromage, private dining room and wines available by the glass from an enomatic-style machine.",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/bistro-du-vin-soho,,
Roganic,4e09e7ab1838eb15af1281c9,Open,11-Jul,"19 Blandford Street, W1",Simon Rogan comes to town,"Simon Rogan's L'Enclume is held up to be one of the best restaurants in the UK, so if anyone fancies trying his food but doesn't want to trek to Cumbria, here's your chance. The restaurant will only be open for 2 years, and is run by Rogan's Protegé Ben Spalding. It's a tiny space, seating only 35 - so expect demand to be high.",/Restaurant-Reviews/Marylebone/roganic-simon-rogan-marylebone-london,,
Galoupet,4e272ba47d8b5ea7247b1158,Open,11-Jul,"13 Beauchamp Place, SW3",Provencal vineyard owners open wine store and restaurant,"Its hasLondon's first champagne enomatic wine machine - that should be enough for you. OK, they'll also offer a healthy all-day dining menu, devised by chef Chris Golding - who arrives here via Zuma and Nobu.",/Restaurant-Reviews/Chelsea-Kensington/galoupet-wine-bar-beauchamp-place-london,,
Hawksmoor Air Street,,Soon,October 22 (soft launch till fully open on November 1),"5a Air Street, W1J",Steak maestros embrace fish too,"This is the fourth restaurant from the steakhouse boys, but this time will also have a strong focus on fish which will be cooked on a charcoal grill. It's a big old room too, seating up to 235. Find out more",/Gastroblog/Latest-news/november-opening-for-new-hawkskmoor-air-street-in-piccadilly,,
Parlour,,Soon,22-Oct,"Regent Street, Kensal Green",Jesse Dunford Wood comes to Kensal Green,He's had a big hit with the Mall Tavern and now Jesse Dunford Wood is expanding further to Kensal Green. Find out more.,/Gastroblog/Latest-news/jesse-dunford-wood-to-open-the-parlour-in-kensal-green,,
The Shed,,Soon,,"122 Palace Gardens Terrace, W8",Brothers Gladwin bring small British plates to Notting Hill,"The Gladwin brothers, who are each a farmer, a chef and a restaurateur are joining up to create this new British restaurant and bar. Richard Gladwin (who launched Brawn and Bunga Bunga) will manage the place, Gregory Gladwin will supply the restaurant with from the family farm, and chef Oliver Gladwin (who's worked at Launceston Place and River Cottage) will be inventing ""spontaneous dishes from produce that is readily available in a flamboyant fashion"". Expect West Mersea Rock Oysters, sharing plates of home-cured Nutbourne fennel seed salami, slow cooked dishes of rabbit ravioli, cured hotsmoked pheasant breast and more.",,,
Tonteria,,Soon,26-Oct,"7-12 Sloane Square, SW1",Mahiki boss does Mexican,"Guy Pelly, the man behind Mahiki and Chelsea nightclub Public is opening this Mexican bar and restaurant on Sloane Square. It will feature a Mexican inspired menu and large range of cocktails including sharing cocktails including glasses in the shape of skulls or those in the shape of the masks used by Mexican wrestlers. Find out more.",/Gastroblog/Latest-news/guy-pelly-to-open-tonteria-mexican-bar-on-sloane-square,,
Lupita East,,Soon,26-Oct,"60-62 Commercial Street, E1",Popular Mexican comes to Spitalfields,"Lupita's been hit in Villiers Street (just near Charing Cross) and in its original Mexico City setting and now the Mexican restaurant is moving across town. Expect made-to-order tacos, tostadas, quesadillas, enchiladas and churros con chocolate as well as Lupita’s margaritas and cocktails, made with 100% agave tequila, and a selection of South American wines and rare Mexican beers.",,,
Giaconda Dining Room,,Soon,Late October,"Denmark Street, W1",Relaunched foodie fave,"The Giaconda Dining room has long been a favourite of many in London since it opened four years ago. Now it's undergoing a revamp which will double the space, add a new kitchen and let it stay open seven days a week. Find out more",/Gastroblog/Latest-news/giaconda-dining-room-undergoing-revamp-and-will-re-open-seven-days-a-week,,
GrEAT British,,Soon,Late October,"14 North Audley Street, W1",British themed all-day restaurant,"Urban Retreat owner George Hammer is joining up with Tony Zoccola of the Dulwich Deli to launch this informal all-day restaurant serving all British fare like bacon butties, shepherd's pie and fish &amp; chips. Expect plenty of English wines too. Find out more",/Gastroblog/Latest-news/the-great-british-restaurant-aims-to-bring-british-cuisine-to-the-west-end,,
Bo London,,Soon,Late October TBC,"4 Mill Street, Mayfair, W1",X-treme Michelin starred Chinese cooking,"Hong Kong chef Alvin Leung is bringing his two starred Michelin restaurant, Bo Innovation, to the UK. Details are thin on the ground but expect a similar menu and experience to the Hong Kong original. Find out more",/Gastroblog/Latest-news/alvin-leung-to-open-bo-london-in-mayfair,,
Brompton Asian Brasserie by Novikov,,Soon,October TBC,"223-225 Brompton Road, SW3",Popular Russian restaurant comes to Knightsbridge,"When Arkady Novikov brought his restaurant empire to London late last year, it was an immediate hit. Now he's already moving to Knightsbridge to open a second restaurant with another Asian/European mix, where the Brompton Quarter Brasserie used to be.",,,
Zoilo,,Soon,October 31 (soft launch for two days - fully opened November 5),TBC,Argentinean catering gets a permanent home,"Zoilo has been a caterer for a number of events, specialising in Argentine beef. They're now expanding into a food store and restaurant offering premium cut meats, artisan sausages, jams &amp; preserves and more. Find out more.",/Gastroblog/Latest-news/zoilo-brings-argentinian-sharing-dishes-to-marylebone,,
Bone Daddies,,Soon,1-Nov,"30-31 Peter St, W1",More ramen in Soho,"Following the recently opened Tonkotsu, this is a new ramen bar from Ross Shonhan who used to be a chef at Zuma. Find out more.",/Gastroblog/Latest-news/ramen-and-rock-n-roll-comes-to-soho-with-bone-daddies,,
STK,,Soon,1-Nov,"Marconi House, The Strand, W2",BBC building becomes a hotel and hosts a steakhouse,"This new hotel designed by (Norman) Foster + Partners takes over the old BBC Marconi building. As well as a rooftop bar offering great views of London, it'll be the first non-US outpost of New York steakhouse STK, which will take over the ground floor restaurant. STK aims to be a more ""female friendly"" steakhouse, with an emphasis on lighter meals. Find out more",/Gastroblog/Latest-news/new-yorks-stk-steakhouse-to-open-at-the-me-by-melia-london,,
MASH London,,Soon,,"Brewer Street, W1",American steakhouse from Denmark comes to London,"Taking over the old site of Titanic is this Modern American SteakHouse which hails from Denmark. The original is in Copenhagen and looks to offer an American steakhouse with ""a twist of Danish informal eating and drinking"". The menu looks to offer the usual wide range of steaks while veal sweetbreads, foie gras terrine and salmon ceviche standing out among the starters. Find out more",/Gastroblog/Latest-news/danish-steakhouse-mash-to-open-in-piccadilly,,
Wabi London,,Soon,Early November,Lincoln’s Inn Fields,Contemporary Japanese moves into London,"This popular Horsham restaurant is opening a second venue in London this Autumn and has two Nobu alumni at the helm, Head Chef Scott Hallsworth and Taiji Maruyama who will be in charge of the Wabi sushi bar. Expect foie gras martini with umeshu jelly from the restaurant and butter poached Spanish red shrimp with yuzu from the sushi bar, among other dishes. Find out more",/Gastroblog/Latest-news/japanese-restaurant-wabi-moves-into-london-with-ex-nobu-chefs,,
Wishbone,,Soon,Early November,Brixton Market,Dirty wings &amp; cocktails in Brixton,"This new fried chicken restaurant is from William Leigh and Scott Collins (who's also behind Meat Liquor). Expect fried chicken done as best as it can be plus plenty of cocktails, craft beer and more. Find out more",/Gastroblog/Latest-news/wishbone-brings-fried-chicken-to-brixton-market,,
Ben Spalding @ John Salt,,Soon,November,"Upstairs at the John Salt (formerly Keston Lodge) on Upper Street, Islington",Ex Roganic chef in six month residency,Ben Spalding has been one of London's top chefs ever since his stint at Roganic last year. This sees him take over the upstairs of the revamped Keston Lodge - now called John Salt - in Islington. He'll be managing the restaurant upstairs five days a week and the bar snacks too. Find out more.,/Gastroblog/Latest-news/ben-spalding-to-start-six-month-restaurant-residency-at-john-salt-in-islington,,
Coya,,Soon,Mid November,"118 Piccadilly, W1J",Arjun Waney does Peruvian,"Arjun Waney, one of the people behind Zuma, is opening this Peruvian restaurant in Picadilly, with influences from all over South America.",,,
Naamyaa,,Soon,Mid November,"Angel Building, Islington",Alan Yau launches a cafe,"Alan Yau (who launched both Hakkasan and Yauatcha) is launching a new ""Bangkok style cafe"" in Islington (already home to Jamie's Italian and Hummingbird Bakery). Open all day, it will focus on noodles served in Naamyaa sauce, and the building will be a blend of traditional Thai style wit modern touches.",,,
MEATmission,,Soon,,"14-15 Hoxton Market, N1",Burgers go east,It's the next from MEATliquor - so what more do you need to know? (OK - it will allegedly be the second outing of the HUGELY popular burger joint currently behind Debenhams and arguably the most famous food queue in London). Exactly how it will differ to the original - only the name is confirmed - is still under wraps but we hear it will take bookings.,,,
"Domino Room, Grill Room and Ten Room Lounge at the Cafe Royal Hotel",,Soon,1-Dec,"Regent Street, W1",Classic hotel gets an overhaul,"The Cafe Royal is currently undergoing a major revamp by the people behind the Conservatorium in Amsterdam with a view to opening before the Olympics. As part of this, there are going to be a number of new eating and drinking spots inside, including the revamped Grill Room and Domino room.",,,
HKK,,Soon,December,"Snowden Street, EC2",Hakkasan tasting,"Following the opening of Chrysan next door, this will be another Hakkasan restaurant. This time, they'll be serving a single tasting menu of Chinese and Cantonese dishes. The menu will be created by Hakkasan executive chef Tong Chee Hwee.",,,
Burger &amp; Lobster Farringdon,,Soon,Autumn 2012,"38 St John Street, EC1",B&amp;L goes East,It's the second venue that B&amp;L bought from Bistro Du Vin. Apparently this one will need more of an overhaul than the Soho version - but it will eventually serve the same lobster. lobster roll or burger and chips that's doing so well elsewhere. Find out more.,/Gastroblog/Latest-news/burger-and-lobster-to-open-in-soho-and-farringdon-and-take-bookings,,
Bubba Gump Shrimp Co.,,Soon,Autumn 2012,"Trocadero 13 Coventry St, W1",Forrest comes to London,"The Forrest Gump inspired seafood chain is a staple in the USA and now it's coming to the Trocadero, the first appearance this side of the Atlantic.",,,
Barrafina Covent Garden,,Soon,Autumn 2012 TBC,"43 Drury Lane, WC2",Tapas expansion,"The Hart Brothers (also behind Quo Vadis and Fino) are opening a second venue of Barrafina, the Soho tapas restaurant. With strong competition from the Opera Tavern around the corner, Barrafina adds another quality restaurant to an area that was once, surprisingly, a culinary wasteland. Find out more",/Gastroblog/Latest-news/first-look-at-new-covent-garden-barrafina-opening-on-drury-lane,,
Polpetto,,Soon,,Soho TBC,Florence moves house,"Polpetto's time in the French House has come to an end, so Florence Knight is soon moving to a new home in an, as yet, undisclosed Soho location. Expect a larger venue with the all-important addition of a bar.",,,
OKKU,,Soon,Late 2012,"16 St James's St, SW1",Dubai Japanese restaurant comes to town,This popular Japanese restaurant from Dubai is opening its second venue in London. Expect plenty of glitz and modern Japanese food.,,,
La Esquina,,Soon,,TBC,NY Mexican comes to town.,"Derek Sanders' La Esquina taqueria and cafe in NYC is a mixture of counter service and cafe, serving Mexican food. Details are thin on the ground for this London opening at the moment, but they have said that Notting Hill is a possibility. The La Esquina salsa will go on sale in the UK in Feb (stockists also TBC).",,,
Story,,Soon,TBC 2012,TBC,Book themed restaurant,"He's worked with the likes of Rene Redzepi at Noma, and previously with Tom Aikens, Adam Byatt and Thomas Keller. Now Tom Sellers is planning to launch his own restaurant in London called Story. Expect ""humble ingredients but throws them together in a creative, inspired way."" Find out more",/Gastroblog/Latest-news/tom-sellers-previews-new-restaurant-story-with-foreword-pop-up,,
Granary Square Kitchen,,Soon,13-Jan,"Granary Square, King's Cross",Bruno Loubet in King's Cross,"This is the second London restaurant from one of Hot Dinners' faves, Bruno Loubet. It's taking pride of place in the newly revamped Granary Square in King's Cross and will be a mire informal restaurant than Bistrot Bruno Loubet. Expect a more worldly feel to the menu, plenty of guest chefs and an enormous outside dining area. Find out more",/Gastroblog/Latest-news/bruno-loubet-opening-granary-square-kitchen-in-kings-cross,,
Brasserie Chavot,,Soon,13-Jan,"Westbury Hotel, Mayfair",Eric returns to London,"Eric Chavot held two Michelin stars at the Capital Hotel when he left London, and now he's returning to be part of the Westbury Hotel (which already has Alyn Williams's restaurant too). The restaurant is going to be a 70-75 seater with a small bar as you enter for pre-dinner drinks, banquette seating and then at the back of the room will be a seafood bar with five seats for counter dining. Food wise, the dishes will be 'classic modern' and range from around France, but this won't be Michelin-style dining and ""very reasonably priced for Mayfair"". Find out more.",/Gastroblog/Latest-news/eric-chavot-confirms-brasserie-chavot-to-open-at-the-westbury-in-mayfair,,
"""St Vibes"" un-named new restaurant",,Soon,13-Jan,Shoreditch Town Hall,Ten Bells boys branch out,"They've had a huge success at the Ten Bells, first with James Lowe as the Young Turks and then under their new name ""St Vibes"". This new restaurant is part of the Shoreditch Town hall renovation and will feature a bar and restaurant, which will be focused on the ""three snacks, four courses"" menu that did so well at the Ten Bells. Find out more.",/Gastroblog/Latest-news/ten-bells-crew-qst-vibesq-to-open-new-restaurant-at-shoreditch-town-hall,,
Sushinho City,,Soon,13-Jan,"Devonshire Square, near Liverpool Street",Brazilian/Japanese fusion moves east,They already have a Sushinho on the King's Road and this will see them opening a second venue on Devonshire Square in the City. Expect the same menu and a basement bar will also be opening at a later date here too.,/Gastroblog/Latest-news/beard-to-tail-restaurant-to-launch-in-shoreditch-we-take-in-a-preview,,
The Big Easy,,Soon,13-Jan,"12 Maiden Lane, Covent Garden",More barbecue,"The original Big Easy has been a hit on the King's Road and this forms the first part of a rollout for the brand. Expect lobster, barbecue, burgers and loud music.",,,
Balthazar London,,Soon,12-Feb-13,Covent Garden,NY Village destination gets a lot closer,"Keith McNally, an English ex-pat, has done particularly well to make his mark on the New York restaurant scene. Balthazar is a go-to place for most tourists and locals in the Village, while recent success New York Pulino's has proved that he's still a force to be reckoned with. McNally is rumoured to be coming back to the UK to open the London branch of the aforementioned Balthazar - destined to be one of the biggest openings of 2012. Find out more.",/Gastroblog/Latest-news/richard-caring-confirms-keith-mcnallys-balthazar-opening-in-covent-garden-in-2012,,
Ceviche Shoreditch,,Soon,Spring 2013,"Shoreditch, address TBC",Peruvian goes east,The original was a big hit in Soho and soon Martin Morales will be opening a second brance in Shoreditch. The new place will feature both a bigger Ceviche Bar and Pisco Bar and a dedicated BBQ for sizzling anticucho skewers. It will also do take away and entertainment in the form of live music and DJs. Find out more,/Gastroblog/Latest-news/ceviche-plans-a-new-shoreditch-restaurant-for-2013,,
Zuma and Aqua at the Shard,,Soon,13-Apr,The Shard,High rise dining in London's most prominent building,It can be seen for miles and now you'll be able to dine within London's biggest skyscraper. The people behind Zuma will be opening a restaurant with a contemporary rotisserie and grill menu as well as a bar with live music and a separate bar menu. While Aqua will offer at least two restaurants and one will apparently be a first in cuisine style for the London and European market. Find out more,/Gastroblog/Latest-news/zuma-and-aqua-owners-announce-restaurant-plans-for-the-shard,,
Skye Gyngell London restaurant,,Soon,2013,"Devonshire Square, near Liverpool Street",Skye comes back to London,"It came as quite a surprise when she left the Michelin starred Petersham Nurseries Café earlier this year, but Skye Gyngell hasn't stayed away for too long. In addition to working as Culinary Director at Heckfield Place in Hampshire, she's planning to open her own restaurant in town which will also be in partnership with Heckfield. All we know so far is that the bulk of it will be for walk-ins only and it will be supplied with produce from Heckfield Place’s estate.",,,
Andre Balazs un-named restaurant,,Soon,Late 2013,"Chiltern St, Marylebone W1",NYC meatpacking glam in Marylebone,"Andre Balazs, whose hotels The Standard and The Mercer are top destinations for NYC's hippest visitors is due to open a boutique hotel in Marylebone, taking over a disused fire station. The hotel itself won't be a ""Standard"" but it's yet to be it decided what restaurant will be featured in the hotel, with many hoping for a second outing for his NYC meatpacking district eaterie, The Standard Grill. We'll have to see if the A-list guests make it to Marylebone too.",,,
Union Street Cafe,,Soon,2013,"Intersection of Union Street and Great Suffolk Street, SE1",Gordon Ramsay heads south of the river,"This informal eaterie from Gordon Ramsay Holdings is apparently a test site for a more casual, restaurant from El Gordo. For more information see our story on Union Street Cafe.",/Gastroblog/Latest-news/gordon-ramsay-opening-union-street-cafe-in-southwark,,
Happenstance and Haberdashery,,Soon,2013,"Chiltern St, Marylebone W1",New Drake &amp; Morgan City joints,"These are two new gastropubs from the people behind the Parlour and the Folly. The first is The Happenstance - an 8000 square foot spot at No 1 St Paul's Churchyard. Just around the corner at Holborn Viaduct will be The Haberdashery at Sixty London - the larger of the two projects with 10,000 square feet and room for 478 souls. The three-floor bar will also feature a florist, cheese and wine room, deli and kitchen. Find out more.",/Gastroblog/Latest-news/two-huge-new-bars-planned-for-the-city-the-happenstance-and-haberdashery,,
The Pinnacle,,Soon,2013,Bishopsgate,Skyscraper dining in the city,"Chris Corbin and Jeremy King are rumoured to have taken a lease for a massive 13,000 square feet restaurant and cocktail bar on levels 58-93 of this new city tower, but we understand Corbin and King's involvement is, as yet, unconfirmed.",/Features/Articles/chris-corbin-jeremy-kinglondon-restaurant-world-power-players,,
Edition,,Soon,2013,"10 Berners Street,  W1",Ian Schrager/ Marriott luxury hotel,This new hotel will be taking over the site formerly occupied by the Berners Hotel in Fitzrovia. Expect a luxury hotel with a design by Ian Schrager with restaurants to be announced.,,,
Nobu Shoreditch,,Soon,2013,"10-50 Willow Street, EC2",Nobu gets into the hotel business,"This new development from Nobu will have 143 bedrooms and a massive 5 metre high basement restaurant. The design, by industrial designer turned architect Ron Arad, looks frankly astonishing, with a sort of metal exoskeleton protruding out on one side. Find out more",/Gastroblog/Latest-news/nobu-planning-hote-and-restaurant-in-shoreditch,,
